Epoch [1/60], Step [100/469], Train Loss: 2.2666, Train Acc: 22.66%, Test Loss: 2.2610, Test Acc: 35.09%, Lr: 0.001000
Epoch [48/60], Step [100/469], Train Loss: 0.0556, Train Acc: 98.44%, Test Loss: 0.0615, Test Acc: 97.95%, Lr: 0.001000
Epoch [48/60], Step [200/469], Train Loss: 0.0339, Train Acc: 99.22%, Test Loss: 0.0619, Test Acc: 98.01%, Lr: 0.001000
Epoch [48/60], Step [300/469], Train Loss: 0.0463, Train Acc: 98.44%, Test Loss: 0.0608, Test Acc: 98.05%, Lr: 0.001000
Epoch [48/60], Step [400/469], Train Loss: 0.0809, Train Acc: 96.88%, Test Loss: 0.0605, Test Acc: 98.07%, Lr: 0.001000
Epoch [49/60], Step [100/469], Train Loss: 0.0203, Train Acc: 100.00%, Test Loss: 0.0598, Test Acc: 98.10%, Lr: 0.001000
Epoch [49/60], Step [200/469], Train Loss: 0.0666, Train Acc: 98.44%, Test Loss: 0.0596, Test Acc: 98.17%, Lr: 0.001000
Epoch [49/60], Step [300/469], Train Loss: 0.0376, Train Acc: 99.22%, Test Loss: 0.0597, Test Acc: 98.10%, Lr: 0.001000
Epoch [49/60], Step [400/469], Train Loss: 0.0461, Train Acc: 99.22%, Test Loss: 0.0608, Test Acc: 98.11%, Lr: 0.001000
Epoch [50/60], Step [100/469], Train Loss: 0.0446, Train Acc: 98.44%, Test Loss: 0.0601, Test Acc: 98.13%, Lr: 0.001000
Epoch [50/60], Step [200/469], Train Loss: 0.0084, Train Acc: 100.00%, Test Loss: 0.0598, Test Acc: 98.16%, Lr: 0.001000
Epoch [50/60], Step [300/469], Train Loss: 0.0162, Train Acc: 100.00%, Test Loss: 0.0595, Test Acc: 98.10%, Lr: 0.001000
Epoch [50/60], Step [400/469], Train Loss: 0.0432, Train Acc: 98.44%, Test Loss: 0.0600, Test Acc: 98.11%, Lr: 0.001000
Epoch [51/60], Step [100/469], Train Loss: 0.0530, Train Acc: 97.66%, Test Loss: 0.0605, Test Acc: 98.11%, Lr: 0.001000
Epoch [51/60], Step [200/469], Train Loss: 0.0550, Train Acc: 99.22%, Test Loss: 0.0596, Test Acc: 98.17%, Lr: 0.001000
Epoch [51/60], Step [300/469], Train Loss: 0.0570, Train Acc: 96.88%, Test Loss: 0.0593, Test Acc: 98.13%, Lr: 0.001000
Epoch [51/60], Step [400/469], Train Loss: 0.0596, Train Acc: 98.44%, Test Loss: 0.0594, Test Acc: 98.14%, Lr: 0.001000
Epoch [52/60], Step [100/469], Train Loss: 0.0267, Train Acc: 99.22%, Test Loss: 0.0594, Test Acc: 98.10%, Lr: 0.001000
Epoch [52/60], Step [200/469], Train Loss: 0.0504, Train Acc: 98.44%, Test Loss: 0.0593, Test Acc: 98.19%, Lr: 0.001000
Epoch [52/60], Step [300/469], Train Loss: 0.0237, Train Acc: 100.00%, Test Loss: 0.0594, Test Acc: 98.11%, Lr: 0.001000
Epoch [52/60], Step [400/469], Train Loss: 0.0459, Train Acc: 98.44%, Test Loss: 0.0590, Test Acc: 98.09%, Lr: 0.001000
Epoch [53/60], Step [100/469], Train Loss: 0.0648, Train Acc: 98.44%, Test Loss: 0.0595, Test Acc: 98.14%, Lr: 0.001000
Epoch [53/60], Step [200/469], Train Loss: 0.0628, Train Acc: 97.66%, Test Loss: 0.0595, Test Acc: 98.14%, Lr: 0.001000
Epoch [53/60], Step [300/469], Train Loss: 0.0724, Train Acc: 97.66%, Test Loss: 0.0591, Test Acc: 98.09%, Lr: 0.001000
Epoch [53/60], Step [400/469], Train Loss: 0.0499, Train Acc: 97.66%, Test Loss: 0.0582, Test Acc: 98.18%, Lr: 0.001000
Epoch [54/60], Step [100/469], Train Loss: 0.0355, Train Acc: 99.22%, Test Loss: 0.0589, Test Acc: 98.15%, Lr: 0.001000
Epoch [54/60], Step [200/469], Train Loss: 0.0387, Train Acc: 98.44%, Test Loss: 0.0599, Test Acc: 98.10%, Lr: 0.001000
Epoch [54/60], Step [300/469], Train Loss: 0.0249, Train Acc: 100.00%, Test Loss: 0.0589, Test Acc: 98.15%, Lr: 0.001000
Epoch [54/60], Step [400/469], Train Loss: 0.0438, Train Acc: 98.44%, Test Loss: 0.0586, Test Acc: 98.12%, Lr: 0.001000
Epoch [55/60], Step [100/469], Train Loss: 0.0552, Train Acc: 97.66%, Test Loss: 0.0584, Test Acc: 98.14%, Lr: 0.001000
Epoch [55/60], Step [200/469], Train Loss: 0.0559, Train Acc: 97.66%, Test Loss: 0.0587, Test Acc: 98.12%, Lr: 0.001000
Epoch [55/60], Step [300/469], Train Loss: 0.0662, Train Acc: 97.66%, Test Loss: 0.0579, Test Acc: 98.18%, Lr: 0.001000
Epoch [55/60], Step [400/469], Train Loss: 0.0188, Train Acc: 100.00%, Test Loss: 0.0580, Test Acc: 98.15%, Lr: 0.001000
Epoch [56/60], Step [100/469], Train Loss: 0.0454, Train Acc: 99.22%, Test Loss: 0.0573, Test Acc: 98.21%, Lr: 0.001000
Epoch [56/60], Step [200/469], Train Loss: 0.0358, Train Acc: 99.22%, Test Loss: 0.0580, Test Acc: 98.17%, Lr: 0.001000
Epoch [56/60], Step [300/469], Train Loss: 0.0187, Train Acc: 100.00%, Test Loss: 0.0581, Test Acc: 98.21%, Lr: 0.001000
Epoch [56/60], Step [400/469], Train Loss: 0.0779, Train Acc: 96.88%, Test Loss: 0.0575, Test Acc: 98.25%, Lr: 0.001000
Epoch [57/60], Step [100/469], Train Loss: 0.0112, Train Acc: 100.00%, Test Loss: 0.0569, Test Acc: 98.18%, Lr: 0.001000
Epoch [57/60], Step [200/469], Train Loss: 0.0321, Train Acc: 98.44%, Test Loss: 0.0572, Test Acc: 98.16%, Lr: 0.001000
Epoch [57/60], Step [300/469], Train Loss: 0.0470, Train Acc: 98.44%, Test Loss: 0.0571, Test Acc: 98.18%, Lr: 0.001000
Epoch [57/60], Step [400/469], Train Loss: 0.0337, Train Acc: 99.22%, Test Loss: 0.0585, Test Acc: 98.16%, Lr: 0.001000
Epoch [58/60], Step [100/469], Train Loss: 0.0442, Train Acc: 97.66%, Test Loss: 0.0580, Test Acc: 98.24%, Lr: 0.001000
Epoch [58/60], Step [200/469], Train Loss: 0.0405, Train Acc: 98.44%, Test Loss: 0.0580, Test Acc: 98.14%, Lr: 0.001000
Epoch [58/60], Step [300/469], Train Loss: 0.0227, Train Acc: 100.00%, Test Loss: 0.0574, Test Acc: 98.24%, Lr: 0.001000
Epoch [58/60], Step [400/469], Train Loss: 0.0452, Train Acc: 99.22%, Test Loss: 0.0570, Test Acc: 98.18%, Lr: 0.001000
Epoch [59/60], Step [100/469], Train Loss: 0.0203, Train Acc: 99.22%, Test Loss: 0.0569, Test Acc: 98.24%, Lr: 0.001000
Epoch [59/60], Step [200/469], Train Loss: 0.0485, Train Acc: 99.22%, Test Loss: 0.0577, Test Acc: 98.16%, Lr: 0.001000
Epoch [59/60], Step [300/469], Train Loss: 0.0783, Train Acc: 96.88%, Test Loss: 0.0578, Test Acc: 98.19%, Lr: 0.001000
Epoch [59/60], Step [400/469], Train Loss: 0.0329, Train Acc: 98.44%, Test Loss: 0.0567, Test Acc: 98.23%, Lr: 0.001000
Epoch [60/60], Step [100/469], Train Loss: 0.0071, Train Acc: 100.00%, Test Loss: 0.0563, Test Acc: 98.19%, Lr: 0.001000
Epoch [60/60], Step [200/469], Train Loss: 0.0169, Train Acc: 99.22%, Test Loss: 0.0568, Test Acc: 98.17%, Lr: 0.001000
Epoch [60/60], Step [300/469], Train Loss: 0.0098, Train Acc: 100.00%, Test Loss: 0.0570, Test Acc: 98.18%, Lr: 0.001000
Epoch [60/60], Step [400/469], Train Loss: 0.0361, Train Acc: 98.44%, Test Loss: 0.0562, Test Acc: 98.23%, Lr: 0.001000
Best Test Acc: 98.25%
Taken time: 16 min 30 sec

